activation,optimizer,epoch,loss,type
PAReLU,SGD+Adam+RAdam,8,0.29624711464323683,Combo
PAReLU,SGD+Adam+RAdam,9,0.2444844742446506,Combo
PAReLU,SGD+Adam+RAdam,10,0.33160748360819325,Combo
DynamicSwish,SGD+Adam,1,0.9356047064745151,Combo
DynamicSwish,SGD+Adam,2,0.7936161442069432,Combo
DynamicSwish,SGD+Adam,3,0.6245875543077617,Combo
DynamicSwish,SGD+Adam,4,0.5299689381467396,Combo
DynamicSwish,SGD+Adam,5,0.5179824441754431,Combo
DynamicSwish,SGD+Adam,6,0.3832019397786446,Combo
DynamicSwish,SGD+Adam,7,0.3882616090919905,Combo
DynamicSwish,SGD+Adam,8,0.2833383448987349,Combo
DynamicSwish,SGD+Adam,9,0.36465730656035533,Combo
DynamicSwish,SGD+Adam,10,0.22908718647416706,Combo
DynamicSwish,AdamW+RAdam,1,0.8938540098267813,Combo
DynamicSwish,AdamW+RAdam,2,0.8231486380346431,Combo
DynamicSwish,AdamW+RAdam,3,0.6782033476212063,Combo
DynamicSwish,AdamW+RAdam,4,0.6492653206913468,Combo
DynamicSwish,AdamW+RAdam,5,0.4670183839652245,Combo
DynamicSwish,AdamW+RAdam,6,0.46186369120453663,Combo
DynamicSwish,AdamW+RAdam,7,0.3825833638664376,Combo
DynamicSwish,AdamW+RAdam,8,0.3111367885394352,Combo
DynamicSwish,AdamW+RAdam,9,0.25457260877123516,Combo
DynamicSwish,AdamW+RAdam,10,0.2855021087786106,Combo
DynamicSwish,SGD+Adam+RAdam,1,0.8621755934265118,Combo
DynamicSwish,SGD+Adam+RAdam,2,0.7770413602218942,Combo
DynamicSwish,SGD+Adam+RAdam,3,0.6914822269365142,Combo
DynamicSwish,SGD+Adam+RAdam,4,0.6043727341213627,Combo
DynamicSwish,SGD+Adam+RAdam,5,0.5264013576857463,Combo
DynamicSwish,SGD+Adam+RAdam,6,0.433089439793115,Combo
DynamicSwish,SGD+Adam+RAdam,7,0.382564426907928,Combo
DynamicSwish,SGD+Adam+RAdam,8,0.3094855070328529,Combo
DynamicSwish,SGD+Adam+RAdam,9,0.26921398310794786,Combo
DynamicSwish,SGD+Adam+RAdam,10,0.29041453196700023,Combo
AdaptiveGELUMish,SGD+Adam,1,0.8721324706125549,Combo
AdaptiveGELUMish,SGD+Adam,2,0.7432180366827937,Combo
AdaptiveGELUMish,SGD+Adam,3,0.6519194578686923,Combo
AdaptiveGELUMish,SGD+Adam,4,0.5824091210634482,Combo
AdaptiveGELUMish,SGD+Adam,5,0.5148890047401711,Combo
AdaptiveGELUMish,SGD+Adam,6,0.42828620594874606,Combo
AdaptiveGELUMish,SGD+Adam,7,0.42288257483304803,Combo
AdaptiveGELUMish,SGD+Adam,8,0.38696213327679235,Combo
