activation,optimizer,epoch,loss,type
AdaptiveGELUMish,SGD+Adam,9,0.32112250293093814,Combo
AdaptiveGELUMish,SGD+Adam,10,0.2554314734617668,Combo
AdaptiveGELUMish,AdamW+RAdam,1,0.9349421805162004,Combo
AdaptiveGELUMish,AdamW+RAdam,2,0.7518620148051225,Combo
AdaptiveGELUMish,AdamW+RAdam,3,0.6771908465131764,Combo
AdaptiveGELUMish,AdamW+RAdam,4,0.603570436162167,Combo
AdaptiveGELUMish,AdamW+RAdam,5,0.5228341772333639,Combo
AdaptiveGELUMish,AdamW+RAdam,6,0.3747949539610495,Combo
AdaptiveGELUMish,AdamW+RAdam,7,0.4060879127797336,Combo
AdaptiveGELUMish,AdamW+RAdam,8,0.33220619911317145,Combo
AdaptiveGELUMish,AdamW+RAdam,9,0.2788950028198792,Combo
AdaptiveGELUMish,AdamW+RAdam,10,0.2579482632146446,Combo
AdaptiveGELUMish,SGD+Adam+RAdam,1,0.9380723962820952,Combo
AdaptiveGELUMish,SGD+Adam+RAdam,2,0.7798020817524228,Combo
AdaptiveGELUMish,SGD+Adam+RAdam,3,0.6359286470728248,Combo
AdaptiveGELUMish,SGD+Adam+RAdam,4,0.5435581679741097,Combo
AdaptiveGELUMish,SGD+Adam+RAdam,5,0.4631624926611942,Combo
AdaptiveGELUMish,SGD+Adam+RAdam,6,0.4655610335331231,Combo
AdaptiveGELUMish,SGD+Adam+RAdam,7,0.4056631559210221,Combo
AdaptiveGELUMish,SGD+Adam+RAdam,8,0.37068261288375826,Combo
AdaptiveGELUMish,SGD+Adam+RAdam,9,0.34807146515801085,Combo
AdaptiveGELUMish,SGD+Adam+RAdam,10,0.27789325501011913,Combo
